Provider_ID,VHA Facility,Address,City,State,Zip Code,County,County Code,Measure ID,Technical Measure Title,Measure as Posted on Hospital Compare,95% Confidence Lower Limit,95% Confidence Lower Upper Limit,Risk Adjusted Rate,VHA National Rate,Hospital Rating,Number Observations,Number Deaths/Readmissions,Footnotes,Date Range
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.82,11.35,8.95,9.21,No different than the VHA National Rate,133,14,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.67,9.06,5.82,5.99,No different than the VHA National Rate,121,7,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.97,12.06,9.4,7.72,No different than the VHA National Rate,204,27,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.37,11.47,8.7,8.64,No different than the VHA National Rate,73,8,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,12.66,18.01,15.23,15.57,No different than the VHA National Rate,120,17,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.53,21.25,16.54,16.28,No different than the VHA National Rate,122,20,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,16.76,23.83,20.27,19.34,No different than the VHA National Rate,214,44,,October 2012 – September 2015
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,0,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.04,18.23,14.84,14.74,No different than the VHA National Rate,72,11,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,*,*,*,9.21,Number of Cases Too Small,3,0,*Rates not reported for Observations < 25,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.62,9.75,5.9,5.99,No different than the VHA National Rate,123,5,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.34,10.04,6.44,7.72,No different than the VHA National Rate,64,1,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.45,11.97,8.67,8.64,No different than the VHA National Rate,109,9,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,X,X,X,15.57,Not Available,X,X,X Not Available,October 2012 - September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,14.37,23.95,18.49,16.28,No different than the VHA National Rate,133,26,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,15.91,24.02,19.48,19.34,No different than the VHA National Rate,69,13,,October 2012 – September 2015
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,690,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,11.44,17.08,14.02,14.74,No different than the VHA National Rate,106,11,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,8.49,13.86,10.79,9.21,No different than the VHA National Rate,267,33,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,7.44,13.62,10.02,5.99,Worse than the VHA National Rate,347,32,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.22,9.85,7.84,7.72,No different than the VHA National Rate,455,40,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,9.18,14.21,11.42,8.64,Worse than the VHA National Rate,316,47,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,14.91,21.35,17.56,15.57,No different than the VHA National Rate,249,54,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,14.44,21.35,17.45,16.28,No different than the VHA National Rate,365,61,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,18.07,23.85,20.62,19.34,No different than the VHA National Rate,496,105,,October 2012 – September 2015
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,240,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,13.02,18.37,15.51,14.74,No different than the VHA National Rate,293,49,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,X,X,X,9.21,Not Available,X,X,X Not Available,October 2012 - September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.31,8.87,5.33,5.99,No different than the VHA National Rate,44,1,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.65,10.28,7.18,7.72,No different than the VHA National Rate,62,3,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.12,10.97,8.4,8.64,No different than the VHA National Rate,61,5,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,*,*,*,15.57,Number of Cases Too Small,2,0,*Rates not reported for Observations < 25,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,11.47,20.91,15.85,16.28,No different than the VHA National Rate,46,6,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,14.88,22.15,18.37,19.34,No different than the VHA National Rate,60,8,,October 2012 – September 2015
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,230,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.16,18.13,14.98,14.74,No different than the VHA National Rate,66,11,,October 2012 – September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,X,X,X,9.21,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,X,X,X,5.99,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,X,X,X,7.72,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,X,X,X,8.64,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,X,X,X,15.57,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,X,X,X,16.28,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,X,X,X,19.34,Not Available,X,X,X Not Available,October 2012 - September 2015
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,800,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,X,X,X,14.74,Not Available,X,X,X Not Available,October 2012 - September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.5,12.12,8.95,9.21,No different than the VHA National Rate,52,5,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.3,7.77,5.2,5.99,No different than the VHA National Rate,137,7,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.22,10.98,8.21,7.72,No different than the VHA National Rate,280,26,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.47,10.95,8.49,8.64,No different than the VHA National Rate,177,15,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,*,*,*,15.57,Number of Cases Too Small,24,5,*Rates not reported for Observations < 25,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.65,20.49,16.16,16.28,No different than the VHA National Rate,149,23,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,17.58,24.19,20.56,19.34,No different than the VHA National Rate,331,71,,October 2012 – September 2015
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,20,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,11.14,16.5,13.6,14.74,No different than the VHA National Rate,168,17,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,5.95,10.85,8.26,9.21,No different than the VHA National Rate,63,2,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,2.8,6.98,4.55,5.99,No different than the VHA National Rate,121,4,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.08,8.01,5.77,7.72,No different than the VHA National Rate,220,8,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,5.13,9.91,7.22,8.64,No different than the VHA National Rate,100,2,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,12.32,17.88,15.01,15.57,No different than the VHA National Rate,97,12,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,13.39,22.03,17.16,16.28,No different than the VHA National Rate,135,24,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,14.71,20.89,17.52,19.34,No different than the VHA National Rate,242,35,,October 2012 – September 2015
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,420,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.07,17.83,14.59,14.74,No different than the VHA National Rate,97,13,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,7.49,14.44,10.24,9.21,No different than the VHA National Rate,51,8,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.78,8.11,5.72,5.99,No different than the VHA National Rate,192,11,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.86,8.66,6.51,7.72,No different than the VHA National Rate,256,15,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.72,10.98,8.57,8.64,No different than the VHA National Rate,183,16,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,11.83,17.84,14.89,15.57,No different than the VHA National Rate,31,1,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,16.5,24.71,20.46,16.28,Worse than the VHA National Rate,224,52,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,17.85,24.33,20.93,19.34,No different than the VHA National Rate,307,69,,October 2012 – September 2015
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,700,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.98,18.64,15.55,14.74,No different than the VHA National Rate,179,31,,October 2012 – September 2015
