"CCN#","VHA Facility","Address","City","State","Zip Code","MeasureID","Technical Measure Title","Measure as Reported on Hospital Compare","Numerator","Denominator","Observed Rate per 1,000","Footnotes","Date Range"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,3510,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,4354,0.00,,"October 2015 - December 2016"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY",14215,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,1038,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","X","X","X","X Not Available","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","X","X","X","X Not Available","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","X","X","X","X Not Available","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","X","X","X","X Not Available","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,34,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,219,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,529,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,353,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,420,0.00,,"October 2015 - December 2016"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY",12590,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)","X","X","X","X Not Available","October 2015 - December 2016"
"33015F","VA HUDSON VALLEY HEALTHCARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","NY",10548,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)","X","X","X","X Not Available","October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,202,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",0,146,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",0,420,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,198,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,96,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,289,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",2,1940,1.03,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,3425,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1951,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,2768,0.00,,"October 2015 - December 2016"
"33016F","BRONX VA MEDICAL CENTER","130 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,390,0.00,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,600,0.00,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,369,2.71,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",7,1278,5.48,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",4,573,6.98,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,230,0.00,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",3,659,4.55,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",7,2584,2.71,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",5,38,131.58,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",2,4237,0.47,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,2550,0.39,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,3425,0.00,,"October 2015 - December 2016"
"33017F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.","423 EAST 23RD STREET","NEW YORK","NY",10010,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",10,1185,8.44,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,218,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",0,156,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,343,5.83,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",0,207,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,90,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",1,289,3.46,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,1105,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,2145,0.47,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1210,0.00,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",1,1724,0.58,,"October 2015 - December 2016"
"33019F","NORTHPORT VA MEDICAL CENTER","79 MIDDLEVILLE ROAD","NORTHPORT","NY",11768,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,331,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,188,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",4,139,28.78,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",3,450,6.67,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",3,177,16.95,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,101,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,364,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",3,1488,2.02,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,2346,0.43,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1170,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1850,0.00,,"October 2015 - December 2016"
"33020F","VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN","800 POLY PLACE","BROOKLYN","NY",11209,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,415,0.00,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,382,0.00,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,273,3.66,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,668,2.99,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",3,357,8.40,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,181,0.00,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,536,0.00,,"October 2015 - December 2016"
"33024F","SYRACUSE VA MEDICAL CENTER","800 IRVING AVE.","SYRACUSE","NY",13210,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,2259,0.44,,"October 2015 - December 2016"
