"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","27","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","47","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","31","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","29","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","13","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
