"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.667","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.651","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.899","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.755","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.506","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.842","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.898","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.035","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.487","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.604","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.675","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.358","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.099","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.189","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.076","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.087","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.975","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.641","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.984","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.262","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.907","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.162","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.124","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.325","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.527","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.169","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.670","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.727","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.824","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.310","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.446","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.612","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.149","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.449","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.015","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.474","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.939","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.262","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.502","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.023","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.467","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.639","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.716","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.976","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.712","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.862","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.003","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.917","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.175","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.596","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.873","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.639","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.557","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.062","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.716","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.292","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.879","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.814","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.902","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.697","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
